"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage","SOC.CategoryCode","SOC.CategoryName"
"13380","Bellingham, WA","43-9051","Mail Clerks & Mail Machine Oprs, Except Postal Service",45,24843,"43","Office and Administrative Support"
"14740","Bremerton-Silverdale, WA","43-9051","Mail Clerks & Mail Machine Oprs, Except Postal Service",37,32307,"43","Office and Administrative Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-9051","Mail Clerks & Mail Machine Oprs, Except Postal Service",436,32144,"43","Office and Administrative Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-9051","Mail Clerks & Mail Machine Oprs, Except Postal Service",494,37995,"43","Office and Administrative Support"
"44060","Spokane-Spokane Valley, WA","43-9051","Mail Clerks & Mail Machine Oprs, Except Postal Service",70,31286,"43","Office and Administrative Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-9051","Mail Clerks & Mail Machine Oprs, Except Postal Service",120,37331,"43","Office and Administrative Support"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","43-9051","Mail Clerks & Mail Machine Oprs, Except Postal Service",11,30000,"43","Office and Administrative Support"
"13380","Bellingham, WA","49-9071","Maintenance & Repair Workers, General",1042,41464,"49","Installation, Maintenance, and Repair"
"14740","Bremerton-Silverdale, WA","49-9071","Maintenance & Repair Workers, General",705,45833,"49","Installation, Maintenance, and Repair"
"28420","Kennewick-Richland, WA","49-9071","Maintenance & Repair Workers, General",1257,47738,"49","Installation, Maintenance, and Repair"
"30300","Lewiston, ID-WA","49-9071","Maintenance & Repair Workers, General",333,37126,"49","Installation, Maintenance, and Repair"
"31020","Longview, WA","49-9071","Maintenance & Repair Workers, General",533,47140,"49","Installation, Maintenance, and Repair"
"34580","Mount Vernon-Anacortes, WA","49-9071","Maintenance & Repair Workers, General",622,45235,"49","Installation, Maintenance, and Repair"
"36500","Olympia-Tumwater, WA","49-9071","Maintenance & Repair Workers, General",1284,40197,"49","Installation, Maintenance, and Repair"
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-9071","Maintenance & Repair Workers, General",9066,42772,"49","Installation, Maintenance, and Repair"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-9071","Maintenance & Repair Workers, General",13730,46258,"49","Installation, Maintenance, and Repair"
"44060","Spokane-Spokane Valley, WA","49-9071","Maintenance & Repair Workers, General",2145,39721,"49","Installation, Maintenance, and Repair"
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-9071","Maintenance & Repair Workers, General",2878,46228,"49","Installation, Maintenance, and Repair"
"47460","Walla Walla, WA","49-9071","Maintenance & Repair Workers, General",316,47556,"49","Installation, Maintenance, and Repair"
"48300","Wenatchee, WA","49-9071","Maintenance & Repair Workers, General",628,42113,"49","Installation, Maintenance, and Repair"
"49420","Yakima, WA","49-9071","Maintenance & Repair Workers, General",1071,40836,"49","Installation, Maintenance, and Repair"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-9071","Maintenance & Repair Workers, General",836,44424,"49","Installation, Maintenance, and Repair"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-9071","Maintenance & Repair Workers, General",929,40359,"49","Installation, Maintenance, and Repair"
"530003","Central WA Nonmetropolitan Area (NMA)","49-9071","Maintenance & Repair Workers, General",574,41150,"49","Installation, Maintenance, and Repair"
"530004","Eastern WA Nonmetropolitan Area (NMA)","49-9071","Maintenance & Repair Workers, General",1006,43643,"49","Installation, Maintenance, and Repair"
"13380","Bellingham, WA","49-9043","Maintenance Workers, Machinery",86,46669.15,"49","Installation, Maintenance, and Repair"
"28420","Kennewick-Richland, WA","49-9043","Maintenance Workers, Machinery",46,44262,"49","Installation, Maintenance, and Repair"
"31020","Longview, WA","49-9043","Maintenance Workers, Machinery",35,70502,"49","Installation, Maintenance, and Repair"
"34580","Mount Vernon-Anacortes, WA","49-9043","Maintenance Workers, Machinery",66,69965,"49","Installation, Maintenance, and Repair"
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-9043","Maintenance Workers, Machinery",511,48062,"49","Installation, Maintenance, and Repair"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-9043","Maintenance Workers, Machinery",703,50475,"49","Installation, Maintenance, and Repair"
"44060","Spokane-Spokane Valley, WA","49-9043","Maintenance Workers, Machinery",78,41140,"49","Installation, Maintenance, and Repair"
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-9043","Maintenance Workers, Machinery",132,58046,"49","Installation, Maintenance, and Repair"
"49420","Yakima, WA","49-9043","Maintenance Workers, Machinery",63,44424,"49","Installation, Maintenance, and Repair"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-9043","Maintenance Workers, Machinery",14,45052,"49","Installation, Maintenance, and Repair"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-9043","Maintenance Workers, Machinery",22,40299,"49","Installation, Maintenance, and Repair"
"530003","Central WA Nonmetropolitan Area (NMA)","49-9043","Maintenance Workers, Machinery",60,43582,"49","Installation, Maintenance, and Repair"
"530004","Eastern WA Nonmetropolitan Area (NMA)","49-9043","Maintenance Workers, Machinery",77,50890,"49","Installation, Maintenance, and Repair"
"13380","Bellingham, WA","13-1111","Management Analysts",154,89491,"13","Business and Financial Operations"
"14740","Bremerton-Silverdale, WA","13-1111","Management Analysts",454,81705,"13","Business and Financial Operations"
"28420","Kennewick-Richland, WA","13-1111","Management Analysts",194,90103,"13","Business and Financial Operations"
"30300","Lewiston, ID-WA","13-1111","Management Analysts",30,66675,"13","Business and Financial Operations"
"31020","Longview, WA","13-1111","Management Analysts",23,72460,"13","Business and Financial Operations"
"34580","Mount Vernon-Anacortes, WA","13-1111","Management Analysts",109,105685,"13","Business and Financial Operations"
"36500","Olympia-Tumwater, WA","13-1111","Management Analysts",828,63481,"13","Business and Financial Operations"
"38900","Portland-Vancouver-Hillsboro, OR-WA","13-1111","Management Analysts",4195,90277,"13","Business and Financial Operations"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","13-1111","Management Analysts",12827,112757,"13","Business and Financial Operations"
"44060","Spokane-Spokane Valley, WA","13-1111","Management Analysts",397,72297,"13","Business and Financial Operations"
"45104","Tacoma-Lakewood, WA Metropolitan Division","13-1111","Management Analysts",1087,77297,"13","Business and Financial Operations"
"47460","Walla Walla, WA","13-1111","Management Analysts",101,90093,"13","Business and Financial Operations"
"48300","Wenatchee, WA","13-1111","Management Analysts",94,75950,"13","Business and Financial Operations"
"49420","Yakima, WA","13-1111","Management Analysts",100,48113,"13","Business and Financial Operations"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","13-1111","Management Analysts",62,72195,"13","Business and Financial Operations"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","13-1111","Management Analysts",34,56970,"13","Business and Financial Operations"
"530003","Central WA Nonmetropolitan Area (NMA)","13-1111","Management Analysts",23,67430,"13","Business and Financial Operations"
"530004","Eastern WA Nonmetropolitan Area (NMA)","13-1111","Management Analysts",61,83471,"13","Business and Financial Operations"
"13380","Bellingham, WA","11-9199","Managers, All Other",317,105400,"11","Management"
"14740","Bremerton-Silverdale, WA","11-9199","Managers, All Other",153,109502,"11","Management"
"28420","Kennewick-Richland, WA","11-9199","Managers, All Other",280,139216,"11","Management"
"30300","Lewiston, ID-WA","11-9199","Managers, All Other",47,74287,"11","Management"
"31020","Longview, WA","11-9199","Managers, All Other",97,105196,"11","Management"
"34580","Mount Vernon-Anacortes, WA","11-9199","Managers, All Other",64,108706,"11","Management"
"36500","Olympia-Tumwater, WA","11-9199","Managers, All Other",194,110216,"11","Management"
"38900","Portland-Vancouver-Hillsboro, OR-WA","11-9199","Managers, All Other",5550,97951,"11","Management"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","11-9199","Managers, All Other",6017,131533,"11","Management"
"44060","Spokane-Spokane Valley, WA","11-9199","Managers, All Other",501,93124,"11","Management"
"45104","Tacoma-Lakewood, WA Metropolitan Division","11-9199","Managers, All Other",620,109849,"11","Management"
"47460","Walla Walla, WA","11-9199","Managers, All Other",82,108767,"11","Management"
"48300","Wenatchee, WA","11-9199","Managers, All Other",53,85154,"11","Management"
"49420","Yakima, WA","11-9199","Managers, All Other",126,109287,"11","Management"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","11-9199","Managers, All Other",101,91634,"11","Management"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","11-9199","Managers, All Other",71,90308,"11","Management"
"530003","Central WA Nonmetropolitan Area (NMA)","11-9199","Managers, All Other",80,119226,"11","Management"
"530004","Eastern WA Nonmetropolitan Area (NMA)","11-9199","Managers, All Other",107,126288,"11","Management"
"36500","Olympia-Tumwater, WA","39-5092","Manicurists & Pedicurists",18,34523,"39","Personal Care and Service"
"38900","Portland-Vancouver-Hillsboro, OR-WA","39-5092","Manicurists & Pedicurists",1896,25617,"39","Personal Care and Service"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","39-5092","Manicurists & Pedicurists",2465,33906,"39","Personal Care and Service"
"45104","Tacoma-Lakewood, WA Metropolitan Division","39-5092","Manicurists & Pedicurists",393,25720,"39","Personal Care and Service"
"14740","Bremerton-Silverdale, WA","17-2121","Marine Engineers & Naval Architects",144,81325,"17","Architecture and Engineering"
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-2121","Marine Engineers & Naval Architects",34,97639,"17","Architecture and Engineering"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-2121","Marine Engineers & Naval Architects",422,91340,"17","Architecture and Engineering"
"13380","Bellingham, WA","13-1161","Market Research Analysts & Marketing Specialists",239,78256,"13","Business and Financial Operations"
"14740","Bremerton-Silverdale, WA","13-1161","Market Research Analysts & Marketing Specialists",142,68787,"13","Business and Financial Operations"
"28420","Kennewick-Richland, WA","13-1161","Market Research Analysts & Marketing Specialists",179,52593,"13","Business and Financial Operations"
"30300","Lewiston, ID-WA","13-1161","Market Research Analysts & Marketing Specialists",27,52746,"13","Business and Financial Operations"
"31020","Longview, WA","13-1161","Market Research Analysts & Marketing Specialists",73,65144,"13","Business and Financial Operations"
"34580","Mount Vernon-Anacortes, WA","13-1161","Market Research Analysts & Marketing Specialists",80,57195,"13","Business and Financial Operations"
"36500","Olympia-Tumwater, WA","13-1161","Market Research Analysts & Marketing Specialists",219,59307,"13","Business and Financial Operations"
"38900","Portland-Vancouver-Hillsboro, OR-WA","13-1161","Market Research Analysts & Marketing Specialists",4887,71215,"13","Business and Financial Operations"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","13-1161","Market Research Analysts & Marketing Specialists",12779,86114,"13","Business and Financial Operations"
"44060","Spokane-Spokane Valley, WA","13-1161","Market Research Analysts & Marketing Specialists",961,62919,"13","Business and Financial Operations"
"45104","Tacoma-Lakewood, WA Metropolitan Division","13-1161","Market Research Analysts & Marketing Specialists",615,53827,"13","Business and Financial Operations"
"47460","Walla Walla, WA","13-1161","Market Research Analysts & Marketing Specialists",33,64328,"13","Business and Financial Operations"
"48300","Wenatchee, WA","13-1161","Market Research Analysts & Marketing Specialists",35,55123,"13","Business and Financial Operations"
"49420","Yakima, WA","13-1161","Market Research Analysts & Marketing Specialists",133,52501,"13","Business and Financial Operations"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","13-1161","Market Research Analysts & Marketing Specialists",92,46623,"13","Business and Financial Operations"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","13-1161","Market Research Analysts & Marketing Specialists",68,56358,"13","Business and Financial Operations"
"530003","Central WA Nonmetropolitan Area (NMA)","13-1161","Market Research Analysts & Marketing Specialists",40,58503.78,"13","Business and Financial Operations"
"530004","Eastern WA Nonmetropolitan Area (NMA)","13-1161","Market Research Analysts & Marketing Specialists",60,70032,"13","Business and Financial Operations"
"13380","Bellingham, WA","11-2021","Marketing Managers",56,116532,"11","Management"
"14740","Bremerton-Silverdale, WA","11-2021","Marketing Managers",50,124492,"11","Management"
"28420","Kennewick-Richland, WA","11-2021","Marketing Managers",38,118073,"11","Management"
"31020","Longview, WA","11-2021","Marketing Managers",21,115032,"11","Management"
"34580","Mount Vernon-Anacortes, WA","11-2021","Marketing Managers",14,105973.38,"11","Management"
"36500","Olympia-Tumwater, WA","11-2021","Marketing Managers",71,115951,"11","Management"
"38900","Portland-Vancouver-Hillsboro, OR-WA","11-2021","Marketing Managers",4132,126941,"11","Management"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","11-2021","Marketing Managers",4906,151094,"11","Management"
"44060","Spokane-Spokane Valley, WA","11-2021","Marketing Managers",259,116788,"11","Management"
"45104","Tacoma-Lakewood, WA Metropolitan Division","11-2021","Marketing Managers",132,110624,"11","Management"
"49420","Yakima, WA","11-2021","Marketing Managers",41,96522,"11","Management"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","11-2021","Marketing Managers",12,76746,"11","Management"
"38900","Portland-Vancouver-Hillsboro, OR-WA","21-1013","Marriage & Family Therapists",250,49133,"21","Community and Social Service"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","21-1013","Marriage & Family Therapists",70,45356,"21","Community and Social Service"
"44060","Spokane-Spokane Valley, WA","21-1013","Marriage & Family Therapists",27,54257,"21","Community and Social Service"
"13380","Bellingham, WA","31-9011","Massage Therapists",114,61599,"31","Healthcare Support"
"14740","Bremerton-Silverdale, WA","31-9011","Massage Therapists",131,48153,"31","Healthcare Support"
"28420","Kennewick-Richland, WA","31-9011","Massage Therapists",120,59041,"31","Healthcare Support"
"31020","Longview, WA","31-9011","Massage Therapists",16,67320,"31","Healthcare Support"
"34580","Mount Vernon-Anacortes, WA","31-9011","Massage Therapists",23,73175,"31","Healthcare Support"
"36500","Olympia-Tumwater, WA","31-9011","Massage Therapists",194,60366,"31","Healthcare Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","31-9011","Massage Therapists",1692,56216,"31","Healthcare Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","31-9011","Massage Therapists",2191,59051,"31","Healthcare Support"
"44060","Spokane-Spokane Valley, WA","31-9011","Massage Therapists",282,52775,"31","Healthcare Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","31-9011","Massage Therapists",395,52519,"31","Healthcare Support"
"48300","Wenatchee, WA","31-9011","Massage Therapists",57,56617,"31","Healthcare Support"
"49420","Yakima, WA","31-9011","Massage Therapists",41,64588,"31","Healthcare Support"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","31-9011","Massage Therapists",21,47506,"31","Healthcare Support"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","31-9011","Massage Therapists",72,66200,"31","Healthcare Support"
"530003","Central WA Nonmetropolitan Area (NMA)","31-9011","Massage Therapists",48,60150,"31","Healthcare Support"
"530004","Eastern WA Nonmetropolitan Area (NMA)","31-9011","Massage Therapists",36,58096,"31","Healthcare Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-7199","Material Moving Workers, All Other",284,44650,"53","Transportation and Material Moving"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-7199","Material Moving Workers, All Other",248,52927,"53","Transportation and Material Moving"
"44060","Spokane-Spokane Valley, WA","17-2131","Materials Engineers",10,86398,"17","Architecture and Engineering"
"38900","Portland-Vancouver-Hillsboro, OR-WA","19-2032","Materials Scientists",29,82479,"19","Life, Physical, and Social Science"
"38900","Portland-Vancouver-Hillsboro, OR-WA","15-2099","Mathematical Science Occupations, All Other",52,72545,"15","Computer and Mathematical"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","15-2099","Mathematical Science Occupations, All Other",24,79310,"15","Computer and Mathematical"
"13380","Bellingham, WA","25-1022","Mathematical Science Teachers, Postsecondary",74,68343,"25","Education, Training, and Library"
"28420","Kennewick-Richland, WA","25-1022","Mathematical Science Teachers, Postsecondary",36,75907,"25","Education, Training, and Library"
"36500","Olympia-Tumwater, WA","25-1022","Mathematical Science Teachers, Postsecondary",33,52262,"25","Education, Training, and Library"
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-1022","Mathematical Science Teachers, Postsecondary",283,73386,"25","Education, Training, and Library"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-1022","Mathematical Science Teachers, Postsecondary",455,87694,"25","Education, Training, and Library"
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-1022","Mathematical Science Teachers, Postsecondary",76,60617,"25","Education, Training, and Library"
"47460","Walla Walla, WA","25-1022","Mathematical Science Teachers, Postsecondary",26,59744.14,"25","Education, Training, and Library"
"13380","Bellingham, WA","51-3022","Meat, Poultry & Fish Cutters/Trimmers",341,26311,"51","Production"
"31020","Longview, WA","51-3022","Meat, Poultry & Fish Cutters/Trimmers",43,28016,"51","Production"
"34580","Mount Vernon-Anacortes, WA","51-3022","Meat, Poultry & Fish Cutters/Trimmers",165,29711,"51","Production"
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-3022","Meat, Poultry & Fish Cutters/Trimmers",243,25923,"51","Production"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-3022","Meat, Poultry & Fish Cutters/Trimmers",1659,29803,"51","Production"
"44060","Spokane-Spokane Valley, WA","51-3022","Meat, Poultry & Fish Cutters/Trimmers",49,32161,"51","Production"
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-3022","Meat, Poultry & Fish Cutters/Trimmers",265,30783,"51","Production"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","51-3022","Meat, Poultry & Fish Cutters/Trimmers",47,25688,"51","Production"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","51-3022","Meat, Poultry & Fish Cutters/Trimmers",339,26403,"51","Production"
"530004","Eastern WA Nonmetropolitan Area (NMA)","51-3022","Meat, Poultry & Fish Cutters/Trimmers",16,29374,"51","Production"
"13380","Bellingham, WA","17-3013","Mechanical Drafters",39,59270,"17","Architecture and Engineering"
"14740","Bremerton-Silverdale, WA","17-3013","Mechanical Drafters",26,50956,"17","Architecture and Engineering"
"28420","Kennewick-Richland, WA","17-3013","Mechanical Drafters",26,58885,"17","Architecture and Engineering"
"34580","Mount Vernon-Anacortes, WA","17-3013","Mechanical Drafters",56,69629,"17","Architecture and Engineering"
"36500","Olympia-Tumwater, WA","17-3013","Mechanical Drafters",12,52120,"17","Architecture and Engineering"
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-3013","Mechanical Drafters",663,65973,"17","Architecture and Engineering"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-3013","Mechanical Drafters",1641,51792.73,"17","Architecture and Engineering"
"44060","Spokane-Spokane Valley, WA","17-3013","Mechanical Drafters",166,48019,"17","Architecture and Engineering"
"45104","Tacoma-Lakewood, WA Metropolitan Division","17-3013","Mechanical Drafters",100,57366,"17","Architecture and Engineering"
"49420","Yakima, WA","17-3013","Mechanical Drafters",19,54014,"17","Architecture and Engineering"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","17-3013","Mechanical Drafters",29,53488,"17","Architecture and Engineering"
"14740","Bremerton-Silverdale, WA","17-3027","Mechanical Engineering Technicians",39,53842,"17","Architecture and Engineering"
"28420","Kennewick-Richland, WA","17-3027","Mechanical Engineering Technicians",31,65842,"17","Architecture and Engineering"
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-3027","Mechanical Engineering Technicians",423,55148,"17","Architecture and Engineering"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-3027","Mechanical Engineering Technicians",463,64900,"17","Architecture and Engineering"
"44060","Spokane-Spokane Valley, WA","17-3027","Mechanical Engineering Technicians",45,57690,"17","Architecture and Engineering"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","17-3027","Mechanical Engineering Technicians",14,54379,"17","Architecture and Engineering"
"530004","Eastern WA Nonmetropolitan Area (NMA)","17-3027","Mechanical Engineering Technicians",16,58632,"17","Architecture and Engineering"
"13380","Bellingham, WA","17-2141","Mechanical Engineers",220,84616,"17","Architecture and Engineering"
"14740","Bremerton-Silverdale, WA","17-2141","Mechanical Engineers",563,87330,"17","Architecture and Engineering"
"28420","Kennewick-Richland, WA","17-2141","Mechanical Engineers",398,99330,"17","Architecture and Engineering"
"30300","Lewiston, ID-WA","17-2141","Mechanical Engineers",24,85062,"17","Architecture and Engineering"
"31020","Longview, WA","17-2141","Mechanical Engineers",84,81487,"17","Architecture and Engineering"
"36500","Olympia-Tumwater, WA","17-2141","Mechanical Engineers",70,97801,"17","Architecture and Engineering"
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-2141","Mechanical Engineers",3647,87867,"17","Architecture and Engineering"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-2141","Mechanical Engineers",4807,97871,"17","Architecture and Engineering"
"44060","Spokane-Spokane Valley, WA","17-2141","Mechanical Engineers",320,78915,"17","Architecture and Engineering"
"45104","Tacoma-Lakewood, WA Metropolitan Division","17-2141","Mechanical Engineers",236,91512,"17","Architecture and Engineering"
"48300","Wenatchee, WA","17-2141","Mechanical Engineers",30,89082,"17","Architecture and Engineering"
"49420","Yakima, WA","17-2141","Mechanical Engineers",70,75573,"17","Architecture and Engineering"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","17-2141","Mechanical Engineers",57,81663.62,"17","Architecture and Engineering"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","17-2141","Mechanical Engineers",41,98347,"17","Architecture and Engineering"
"530004","Eastern WA Nonmetropolitan Area (NMA)","17-2141","Mechanical Engineers",230,78095,"17","Architecture and Engineering"
"13380","Bellingham, WA","49-1011","Mechanics, Installers & Repairers Supervisors",280,66539,"49","Installation, Maintenance, and Repair"
"14740","Bremerton-Silverdale, WA","49-1011","Mechanics, Installers & Repairers Supervisors",938,83222,"49","Installation, Maintenance, and Repair"
"28420","Kennewick-Richland, WA","49-1011","Mechanics, Installers & Repairers Supervisors",472,73208,"49","Installation, Maintenance, and Repair"
"30300","Lewiston, ID-WA","49-1011","Mechanics, Installers & Repairers Supervisors",160,52269,"49","Installation, Maintenance, and Repair"
"31020","Longview, WA","49-1011","Mechanics, Installers & Repairers Supervisors",226,84408,"49","Installation, Maintenance, and Repair"
"34580","Mount Vernon-Anacortes, WA","49-1011","Mechanics, Installers & Repairers Supervisors",189,73117,"49","Installation, Maintenance, and Repair"
"36500","Olympia-Tumwater, WA","49-1011","Mechanics, Installers & Repairers Supervisors",356,62505,"49","Installation, Maintenance, and Repair"
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-1011","Mechanics, Installers & Repairers Supervisors",2456,70644,"49","Installation, Maintenance, and Repair"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-1011","Mechanics, Installers & Repairers Supervisors",4327,73847,"49","Installation, Maintenance, and Repair"
"44060","Spokane-Spokane Valley, WA","49-1011","Mechanics, Installers & Repairers Supervisors",734,63762,"49","Installation, Maintenance, and Repair"
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-1011","Mechanics, Installers & Repairers Supervisors",1034,72114,"49","Installation, Maintenance, and Repair"
"47460","Walla Walla, WA","49-1011","Mechanics, Installers & Repairers Supervisors",88,66499,"49","Installation, Maintenance, and Repair"
"48300","Wenatchee, WA","49-1011","Mechanics, Installers & Repairers Supervisors",167,69965,"49","Installation, Maintenance, and Repair"
"49420","Yakima, WA","49-1011","Mechanics, Installers & Repairers Supervisors",299,60945,"49","Installation, Maintenance, and Repair"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-1011","Mechanics, Installers & Repairers Supervisors",166,67887,"49","Installation, Maintenance, and Repair"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-1011","Mechanics, Installers & Repairers Supervisors",325,76178,"49","Installation, Maintenance, and Repair"
"530003","Central WA Nonmetropolitan Area (NMA)","49-1011","Mechanics, Installers & Repairers Supervisors",116,67178,"49","Installation, Maintenance, and Repair"
"530004","Eastern WA Nonmetropolitan Area (NMA)","49-1011","Mechanics, Installers & Repairers Supervisors",274,69083,"49","Installation, Maintenance, and Repair"
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-4099","Media & Communication Equipment Workers, All Other",238,65082,"27","Arts, Design, Entertainment, Sports, and Media"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-4099","Media & Communication Equipment Workers, All Other",193,73993,"27","Arts, Design, Entertainment, Sports, and Media"
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-3099","Media & Communication Workers, All Other",447,44364,"27","Arts, Design, Entertainment, Sports, and Media"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-3099","Media & Communication Workers, All Other",183,67715,"27","Arts, Design, Entertainment, Sports, and Media"
"28420","Kennewick-Richland, WA","29-2012","Medical & Clinical Laboratory Technicians",133,49174,"29","Healthcare Practitioners and Technical"
"30300","Lewiston, ID-WA","29-2012","Medical & Clinical Laboratory Technicians",38,39452,"29","Healthcare Practitioners and Technical"
"36500","Olympia-Tumwater, WA","29-2012","Medical & Clinical Laboratory Technicians",83,49052,"29","Healthcare Practitioners and Technical"
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-2012","Medical & Clinical Laboratory Technicians",972,45680,"29","Healthcare Practitioners and Technical"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-2012","Medical & Clinical Laboratory Technicians",1669,46014,"29","Healthcare Practitioners and Technical"
"44060","Spokane-Spokane Valley, WA","29-2012","Medical & Clinical Laboratory Technicians",474,47533,"29","Healthcare Practitioners and Technical"
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-2012","Medical & Clinical Laboratory Technicians",249,38926,"29","Healthcare Practitioners and Technical"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-2012","Medical & Clinical Laboratory Technicians",64,42662,"29","Healthcare Practitioners and Technical"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-2012","Medical & Clinical Laboratory Technicians",51,44829,"29","Healthcare Practitioners and Technical"
"530003","Central WA Nonmetropolitan Area (NMA)","29-2012","Medical & Clinical Laboratory Technicians",30,54682,"29","Healthcare Practitioners and Technical"
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-2012","Medical & Clinical Laboratory Technicians",46,42097.36,"29","Healthcare Practitioners and Technical"
"13380","Bellingham, WA","29-2011","Medical & Clinical Laboratory Technologists",80,63918,"29","Healthcare Practitioners and Technical"
"28420","Kennewick-Richland, WA","29-2011","Medical & Clinical Laboratory Technologists",139,69497,"29","Healthcare Practitioners and Technical"
"30300","Lewiston, ID-WA","29-2011","Medical & Clinical Laboratory Technologists",39,64100,"29","Healthcare Practitioners and Technical"
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-2011","Medical & Clinical Laboratory Technologists",1385,70561,"29","Healthcare Practitioners and Technical"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-2011","Medical & Clinical Laboratory Technologists",1618,70064,"29","Healthcare Practitioners and Technical"
"44060","Spokane-Spokane Valley, WA","29-2011","Medical & Clinical Laboratory Technologists",527,74115,"29","Healthcare Practitioners and Technical"
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-2011","Medical & Clinical Laboratory Technologists",304,68383,"29","Healthcare Practitioners and Technical"
"47460","Walla Walla, WA","29-2011","Medical & Clinical Laboratory Technologists",39,68738,"29","Healthcare Practitioners and Technical"
"48300","Wenatchee, WA","29-2011","Medical & Clinical Laboratory Technologists",47,70834,"29","Healthcare Practitioners and Technical"
"49420","Yakima, WA","29-2011","Medical & Clinical Laboratory Technologists",92,67421,"29","Healthcare Practitioners and Technical"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-2011","Medical & Clinical Laboratory Technologists",59,66054,"29","Healthcare Practitioners and Technical"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-2011","Medical & Clinical Laboratory Technologists",33,79472,"29","Healthcare Practitioners and Technical"
