"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage","SOC.CategoryCode","SOC.CategoryName"
"530003","Central WA Nonmetropolitan Area (NMA)","29-2011","Medical & Clinical Laboratory Technologists",39,60698,"29","Healthcare Practitioners and Technical"
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-2011","Medical & Clinical Laboratory Technologists",68,64870,"29","Healthcare Practitioners and Technical"
"13380","Bellingham, WA","11-9111","Medical & Health Services Managers",130,100054.33,"11","Management"
"14740","Bremerton-Silverdale, WA","11-9111","Medical & Health Services Managers",126,114420,"11","Management"
"28420","Kennewick-Richland, WA","11-9111","Medical & Health Services Managers",227,88665,"11","Management"
"30300","Lewiston, ID-WA","11-9111","Medical & Health Services Managers",51,80665,"11","Management"
"31020","Longview, WA","11-9111","Medical & Health Services Managers",61,88144,"11","Management"
"34580","Mount Vernon-Anacortes, WA","11-9111","Medical & Health Services Managers",106,121226,"11","Management"
"36500","Olympia-Tumwater, WA","11-9111","Medical & Health Services Managers",181,121798,"11","Management"
"38900","Portland-Vancouver-Hillsboro, OR-WA","11-9111","Medical & Health Services Managers",2624,123186,"11","Management"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","11-9111","Medical & Health Services Managers",2773,138186,"11","Management"
"44060","Spokane-Spokane Valley, WA","11-9111","Medical & Health Services Managers",508,110206,"11","Management"
"45104","Tacoma-Lakewood, WA Metropolitan Division","11-9111","Medical & Health Services Managers",742,106777,"11","Management"
"47460","Walla Walla, WA","11-9111","Medical & Health Services Managers",71,113441,"11","Management"
"48300","Wenatchee, WA","11-9111","Medical & Health Services Managers",137,87940,"11","Management"
"49420","Yakima, WA","11-9111","Medical & Health Services Managers",176,129206,"11","Management"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","11-9111","Medical & Health Services Managers",106,102328,"11","Management"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","11-9111","Medical & Health Services Managers",86,88787,"11","Management"
"530003","Central WA Nonmetropolitan Area (NMA)","11-9111","Medical & Health Services Managers",70,82848,"11","Management"
"530004","Eastern WA Nonmetropolitan Area (NMA)","11-9111","Medical & Health Services Managers",106,103155,"11","Management"
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-9082","Medical Appliance Technicians",102,46986,"51","Production"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-9082","Medical Appliance Technicians",61,55113,"51","Production"
"13380","Bellingham, WA","31-9092","Medical Assistants",505,40234,"31","Healthcare Support"
"14740","Bremerton-Silverdale, WA","31-9092","Medical Assistants",405,37912,"31","Healthcare Support"
"28420","Kennewick-Richland, WA","31-9092","Medical Assistants",518,33475,"31","Healthcare Support"
"30300","Lewiston, ID-WA","31-9092","Medical Assistants",187,31534,"31","Healthcare Support"
"31020","Longview, WA","31-9092","Medical Assistants",138,37882,"31","Healthcare Support"
"34580","Mount Vernon-Anacortes, WA","31-9092","Medical Assistants",249,39176,"31","Healthcare Support"
"36500","Olympia-Tumwater, WA","31-9092","Medical Assistants",412,39905,"31","Healthcare Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","31-9092","Medical Assistants",5834,38036,"31","Healthcare Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","31-9092","Medical Assistants",5683,41394,"31","Healthcare Support"
"44060","Spokane-Spokane Valley, WA","31-9092","Medical Assistants",1174,36423,"31","Healthcare Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","31-9092","Medical Assistants",1253,38765,"31","Healthcare Support"
"47460","Walla Walla, WA","31-9092","Medical Assistants",127,32160,"31","Healthcare Support"
"48300","Wenatchee, WA","31-9092","Medical Assistants",396,36895,"31","Healthcare Support"
"49420","Yakima, WA","31-9092","Medical Assistants",565,35149,"31","Healthcare Support"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","31-9092","Medical Assistants",186,36320,"31","Healthcare Support"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","31-9092","Medical Assistants",226,35683,"31","Healthcare Support"
"530003","Central WA Nonmetropolitan Area (NMA)","31-9092","Medical Assistants",143,32859,"31","Healthcare Support"
"530004","Eastern WA Nonmetropolitan Area (NMA)","31-9092","Medical Assistants",173,36382,"31","Healthcare Support"
"28420","Kennewick-Richland, WA","31-9093","Medical Equipment Preparers",71,39823,"31","Healthcare Support"
"34580","Mount Vernon-Anacortes, WA","31-9093","Medical Equipment Preparers",24,40039,"31","Healthcare Support"
"36500","Olympia-Tumwater, WA","31-9093","Medical Equipment Preparers",147,41733,"31","Healthcare Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","31-9093","Medical Equipment Preparers",798,44661,"31","Healthcare Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","31-9093","Medical Equipment Preparers",648,42586,"31","Healthcare Support"
"44060","Spokane-Spokane Valley, WA","31-9093","Medical Equipment Preparers",198,38806,"31","Healthcare Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","31-9093","Medical Equipment Preparers",244,42309,"31","Healthcare Support"
"49420","Yakima, WA","31-9093","Medical Equipment Preparers",36,34235,"31","Healthcare Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-9062","Medical Equipment Repairers",269,62090,"49","Installation, Maintenance, and Repair"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-9062","Medical Equipment Repairers",617,58056,"49","Installation, Maintenance, and Repair"
"44060","Spokane-Spokane Valley, WA","49-9062","Medical Equipment Repairers",57,58411,"49","Installation, Maintenance, and Repair"
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-9062","Medical Equipment Repairers",250,52836,"49","Installation, Maintenance, and Repair"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-9062","Medical Equipment Repairers",15,46147,"49","Installation, Maintenance, and Repair"
"13380","Bellingham, WA","29-2071","Medical Records & Health Information Technicians",67,36161,"29","Healthcare Practitioners and Technical"
"14740","Bremerton-Silverdale, WA","29-2071","Medical Records & Health Information Technicians",120,43807,"29","Healthcare Practitioners and Technical"
"28420","Kennewick-Richland, WA","29-2071","Medical Records & Health Information Technicians",155,36587,"29","Healthcare Practitioners and Technical"
"30300","Lewiston, ID-WA","29-2071","Medical Records & Health Information Technicians",47,37933,"29","Healthcare Practitioners and Technical"
"31020","Longview, WA","29-2071","Medical Records & Health Information Technicians",51,47574,"29","Healthcare Practitioners and Technical"
"34580","Mount Vernon-Anacortes, WA","29-2071","Medical Records & Health Information Technicians",90,37741,"29","Healthcare Practitioners and Technical"
"36500","Olympia-Tumwater, WA","29-2071","Medical Records & Health Information Technicians",137,38632,"29","Healthcare Practitioners and Technical"
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-2071","Medical Records & Health Information Technicians",2466,46561,"29","Healthcare Practitioners and Technical"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-2071","Medical Records & Health Information Technicians",2206,48495,"29","Healthcare Practitioners and Technical"
"44060","Spokane-Spokane Valley, WA","29-2071","Medical Records & Health Information Technicians",388,39736,"29","Healthcare Practitioners and Technical"
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-2071","Medical Records & Health Information Technicians",486,43169,"29","Healthcare Practitioners and Technical"
"47460","Walla Walla, WA","29-2071","Medical Records & Health Information Technicians",41,38136,"29","Healthcare Practitioners and Technical"
"48300","Wenatchee, WA","29-2071","Medical Records & Health Information Technicians",67,40546,"29","Healthcare Practitioners and Technical"
"49420","Yakima, WA","29-2071","Medical Records & Health Information Technicians",210,39554,"29","Healthcare Practitioners and Technical"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-2071","Medical Records & Health Information Technicians",76,43766,"29","Healthcare Practitioners and Technical"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-2071","Medical Records & Health Information Technicians",116,44060,"29","Healthcare Practitioners and Technical"
"530003","Central WA Nonmetropolitan Area (NMA)","29-2071","Medical Records & Health Information Technicians",30,45346,"29","Healthcare Practitioners and Technical"
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-2071","Medical Records & Health Information Technicians",59,39716,"29","Healthcare Practitioners and Technical"
"28420","Kennewick-Richland, WA","19-1042","Medical Scientists, Except Epidemiologists",50,98023,"19","Life, Physical, and Social Science"
"38900","Portland-Vancouver-Hillsboro, OR-WA","19-1042","Medical Scientists, Except Epidemiologists",1808,77457,"19","Life, Physical, and Social Science"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","19-1042","Medical Scientists, Except Epidemiologists",4240,85862,"19","Life, Physical, and Social Science"
"13380","Bellingham, WA","43-6013","Medical Secretaries",182,40047,"43","Office and Administrative Support"
"14740","Bremerton-Silverdale, WA","43-6013","Medical Secretaries",93,44121,"43","Office and Administrative Support"
"28420","Kennewick-Richland, WA","43-6013","Medical Secretaries",386,36525,"43","Office and Administrative Support"
"30300","Lewiston, ID-WA","43-6013","Medical Secretaries",36,39639,"43","Office and Administrative Support"
"34580","Mount Vernon-Anacortes, WA","43-6013","Medical Secretaries",121,39445,"43","Office and Administrative Support"
"36500","Olympia-Tumwater, WA","43-6013","Medical Secretaries",271,47685,"43","Office and Administrative Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-6013","Medical Secretaries",6420,40670,"43","Office and Administrative Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-6013","Medical Secretaries",4408,45796,"43","Office and Administrative Support"
"44060","Spokane-Spokane Valley, WA","43-6013","Medical Secretaries",933,40548,"43","Office and Administrative Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-6013","Medical Secretaries",888,43213,"43","Office and Administrative Support"
"48300","Wenatchee, WA","43-6013","Medical Secretaries",102,40834,"43","Office and Administrative Support"
"49420","Yakima, WA","43-6013","Medical Secretaries",283,37117,"43","Office and Administrative Support"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","43-6013","Medical Secretaries",96,39445,"43","Office and Administrative Support"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","43-6013","Medical Secretaries",113,41701,"43","Office and Administrative Support"
"530003","Central WA Nonmetropolitan Area (NMA)","43-6013","Medical Secretaries",48,34707,"43","Office and Administrative Support"
"530004","Eastern WA Nonmetropolitan Area (NMA)","43-6013","Medical Secretaries",155,35534,"43","Office and Administrative Support"
"30300","Lewiston, ID-WA","31-9094","Medical Transcriptionists",35,38354,"31","Healthcare Support"
"34580","Mount Vernon-Anacortes, WA","31-9094","Medical Transcriptionists",32,33578,"31","Healthcare Support"
"36500","Olympia-Tumwater, WA","31-9094","Medical Transcriptionists",25,42627,"31","Healthcare Support"
"38900","Portland-Vancouver-Hillsboro, OR-WA","31-9094","Medical Transcriptionists",548,42237,"31","Healthcare Support"
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","31-9094","Medical Transcriptionists",860,47424,"31","Healthcare Support"
"44060","Spokane-Spokane Valley, WA","31-9094","Medical Transcriptionists",133,48040,"31","Healthcare Support"
"45104","Tacoma-Lakewood, WA Metropolitan Division","31-9094","Medical Transcriptionists",291,48965,"31","Healthcare Support"
"48300","Wenatchee, WA","31-9094","Medical Transcriptionists",36,40008,"31","Healthcare Support"
"49420","Yakima, WA","31-9094","Medical Transcriptionists",47,50115,"31","Healthcare Support"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","31-9094","Medical Transcriptionists",26,44692,"31","Healthcare Support"
"530003","Central WA Nonmetropolitan Area (NMA)","31-9094","Medical Transcriptionists",13,37738,"31","Healthcare Support"
"530004","Eastern WA Nonmetropolitan Area (NMA)","31-9094","Medical Transcriptionists",41,37645,"31","Healthcare Support"
"13380","Bellingham, WA","13-1121","Meeting, Convention & Event Planners",55,40786,"13","Business and Financial Operations"
"14740","Bremerton-Silverdale, WA","13-1121","Meeting, Convention & Event Planners",19,54001,"13","Business and Financial Operations"
"28420","Kennewick-Richland, WA","13-1121","Meeting, Convention & Event Planners",22,43766,"13","Business and Financial Operations"
"34580","Mount Vernon-Anacortes, WA","13-1121","Meeting, Convention & Event Planners",41,51909,"13","Business and Financial Operations"
"36500","Olympia-Tumwater, WA","13-1121","Meeting, Convention & Event Planners",91,38746,"13","Business and Financial Operations"
"38900","Portland-Vancouver-Hillsboro, OR-WA","13-1121","Meeting, Convention & Event Planners",1070,50940,"13","Business and Financial Operations"
"44060","Spokane-Spokane Valley, WA","13-1121","Meeting, Convention & Event Planners",136,48940,"13","Business and Financial Operations"
"45104","Tacoma-Lakewood, WA Metropolitan Division","13-1121","Meeting, Convention & Event Planners",226,46491,"13","Business and Financial Operations"
"48300","Wenatchee, WA","13-1121","Meeting, Convention & Event Planners",17,38205,"13","Business and Financial Operations"
"530001","Northwestern WA Nonmetropolitan Area (NMA)","13-1121","Meeting, Convention & Event Planners",53,50154,"13","Business and Financial Operations"
"530002","Southwestern WA Nonmetropolitan Area (NMA)","13-1121","Meeting, Convention & Event Planners",13,42848,"13","Business and Financial Operations"
"530003","Central WA Nonmetropolitan Area (NMA)","13-1121","Meeting, Convention & Event Planners",17,47960,"13","Business and Financial Operations"
"530004","Eastern WA Nonmetropolitan Area (NMA)","13-1121","Meeting, Convention & Event Planners",34,47266,"13","Business and Financial Operations"
"14740","Bremerton-Silverdale, WA","21-1023","Mental Health & Substance Abuse Social Workers",27,52971,"21","Community and Social Service"
