"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage"
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-3012","Electrical & Electronics Drafters",386.5,57255
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-3012","Electrical & Electronics Drafters",753.1,87917
"44060","Spokane-Spokane Valley, WA","17-3012","Electrical & Electronics Drafters",56.1,54439
"45104","Tacoma-Lakewood, WA Metropolitan Division","17-3012","Electrical & Electronics Drafters",NA,64687
"53","Washington","17-3023","Electrical & Electronics Engineering Technicians",2179.3,69973
"13380","Bellingham, WA","17-3023","Electrical & Electronics Engineering Technicians",NA,71442
"28420","Kennewick-Richland, WA","17-3023","Electrical & Electronics Engineering Technicians",157.9,80424
"31020","Longview, WA","17-3023","Electrical & Electronics Engineering Technicians",21.4,68009
"36500","Olympia-Tumwater, WA","17-3023","Electrical & Electronics Engineering Technicians",29.6,64141
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-3023","Electrical & Electronics Engineering Technicians",1049,69720
"44060","Spokane-Spokane Valley, WA","17-3023","Electrical & Electronics Engineering Technicians",116.7,65376
"45104","Tacoma-Lakewood, WA Metropolitan Division","17-3023","Electrical & Electronics Engineering Technicians",134,72890
"48300","Wenatchee, WA","17-3023","Electrical & Electronics Engineering Technicians",26.2,76829
"530001","Northwestern WA Nonmetropolitan Area (NMA)","17-3023","Electrical & Electronics Engineering Technicians",46.3,75735
"530002","Southwestern WA Nonmetropolitan Area (NMA)","17-3023","Electrical & Electronics Engineering Technicians",10.5,70794
"530003","Central WA Nonmetropolitan Area (NMA)","17-3023","Electrical & Electronics Engineering Technicians",11.8,82905
"530004","Eastern WA Nonmetropolitan Area (NMA)","17-3023","Electrical & Electronics Engineering Technicians",25.6,83006
"53","Washington","17-2071","Electrical Engineers",5535.1,107897
"13380","Bellingham, WA","17-2071","Electrical Engineers",96.9,101801
"28420","Kennewick-Richland, WA","17-2071","Electrical Engineers",253.3,106499
"30300","Lewiston, ID-WA","17-2071","Electrical Engineers",10.7,89456
"31020","Longview, WA","17-2071","Electrical Engineers",23.8,94206
"36500","Olympia-Tumwater, WA","17-2071","Electrical Engineers",21.5,114205
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-2071","Electrical Engineers",2392.6,94246
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-2071","Electrical Engineers",3978.4,111653
"44060","Spokane-Spokane Valley, WA","17-2071","Electrical Engineers",195.5,88251
"45104","Tacoma-Lakewood, WA Metropolitan Division","17-2071","Electrical Engineers",213.1,110084
"48300","Wenatchee, WA","17-2071","Electrical Engineers",52.3,NA
"49420","Yakima, WA","17-2071","Electrical Engineers",26.8,94256
"530001","Northwestern WA Nonmetropolitan Area (NMA)","17-2071","Electrical Engineers",28.7,107714
"530002","Southwestern WA Nonmetropolitan Area (NMA)","17-2071","Electrical Engineers",38,85598
"530004","Eastern WA Nonmetropolitan Area (NMA)","17-2071","Electrical Engineers",130.3,94793
"53","Washington","49-9051","Electrical Power Line Installers & Repairers",1784,86547
"13380","Bellingham, WA","49-9051","Electrical Power Line Installers & Repairers",NA,91543
"28420","Kennewick-Richland, WA","49-9051","Electrical Power Line Installers & Repairers",124.8,84145
"36500","Olympia-Tumwater, WA","49-9051","Electrical Power Line Installers & Repairers",24.8,83577
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-9051","Electrical Power Line Installers & Repairers",346.3,92081
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-9051","Electrical Power Line Installers & Repairers",447.6,86486
"44060","Spokane-Spokane Valley, WA","49-9051","Electrical Power Line Installers & Repairers",221.7,96003
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-9051","Electrical Power Line Installers & Repairers",247,69306
"47460","Walla Walla, WA","49-9051","Electrical Power Line Installers & Repairers",NA,78854
"48300","Wenatchee, WA","49-9051","Electrical Power Line Installers & Repairers",97.8,89983
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-9051","Electrical Power Line Installers & Repairers",68,93550
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-9051","Electrical Power Line Installers & Repairers",53.6,89273
"530003","Central WA Nonmetropolitan Area (NMA)","49-9051","Electrical Power Line Installers & Repairers",38.7,91868
"53","Washington","49-2093","Electrical/Electronics Installers/Repairers, Transp Equip",421,62576
"34580","Mount Vernon-Anacortes, WA","49-2093","Electrical/Electronics Installers/Repairers, Transp Equip",NA,45417
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-2093","Electrical/Electronics Installers/Repairers, Transp Equip",266.4,60478
"44060","Spokane-Spokane Valley, WA","49-2093","Electrical/Electronics Installers/Repairers, Transp Equip",16.9,50687
"530001","Northwestern WA Nonmetropolitan Area (NMA)","49-2093","Electrical/Electronics Installers/Repairers, Transp Equip",28.9,75813
"53","Washington","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",1754.6,72469
"13380","Bellingham, WA","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",11.3,52938
"28420","Kennewick-Richland, WA","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",50.9,77850
"30300","Lewiston, ID-WA","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",NA,62049
"31020","Longview, WA","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",27.5,NA
"36500","Olympia-Tumwater, WA","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",35.3,70482
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",936.3,64168
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",806.4,73999
"45104","Tacoma-Lakewood, WA Metropolitan Division","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",218.6,76513
"49420","Yakima, WA","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",14.1,59749
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",11.5,54144
"530003","Central WA Nonmetropolitan Area (NMA)","49-2094","Electrical/Electronics Repairers, Comm & Industrial Equip",11.4,67745
"53","Washington","49-2095","Electrical/Electronics Repairers, Powerhouse/Relay",262,94006
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-2095","Electrical/Electronics Repairers, Powerhouse/Relay",51.3,87530
"44060","Spokane-Spokane Valley, WA","49-2095","Electrical/Electronics Repairers, Powerhouse/Relay",20.9,75651
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-2095","Electrical/Electronics Repairers, Powerhouse/Relay",34.3,92233
"53","Washington","47-3013","Electrician Helpers",492.7,49825
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-3013","Electrician Helpers",176.3,37055
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-3013","Electrician Helpers",331,51761
"53","Washington","47-2111","Electricians",15164.5,66508
"13380","Bellingham, WA","47-2111","Electricians",365.3,59609
"14740","Bremerton-Silverdale, WA","47-2111","Electricians",878.6,57774
"28420","Kennewick-Richland, WA","47-2111","Electricians",727.8,79879
"30300","Lewiston, ID-WA","47-2111","Electricians",171.9,59507
"31020","Longview, WA","47-2111","Electricians",130.4,62941
"34580","Mount Vernon-Anacortes, WA","47-2111","Electricians",392.2,63420
"36500","Olympia-Tumwater, WA","47-2111","Electricians",464,57713
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-2111","Electricians",4806.5,70411
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-2111","Electricians",7004.7,71756
"44060","Spokane-Spokane Valley, WA","47-2111","Electricians",1006.8,62564
"45104","Tacoma-Lakewood, WA Metropolitan Division","47-2111","Electricians",1836.5,60138
"47460","Walla Walla, WA","47-2111","Electricians",97.2,53331
"48300","Wenatchee, WA","47-2111","Electricians",180.8,60597
"49420","Yakima, WA","47-2111","Electricians",339.1,58783
"530001","Northwestern WA Nonmetropolitan Area (NMA)","47-2111","Electricians",285.8,71135
"530002","Southwestern WA Nonmetropolitan Area (NMA)","47-2111","Electricians",243.9,55471
"530003","Central WA Nonmetropolitan Area (NMA)","47-2111","Electricians",106,58161
"530004","Eastern WA Nonmetropolitan Area (NMA)","47-2111","Electricians",181.3,66202
"53","Washington","51-2023","Electromechanical Equipment Assemblers",461.6,41013
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-2023","Electromechanical Equipment Assemblers",410.5,35969
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-2023","Electromechanical Equipment Assemblers",349.5,40676
"53","Washington","17-3024","Electromechanical Technicians",178,NA
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-3024","Electromechanical Technicians",596.9,65335
"53","Washington","49-2096","Electronic Equipment Installers & Repairers, Motor Vehicles",168.9,46826
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-2096","Electronic Equipment Installers & Repairers, Motor Vehicles",NA,48701
"44060","Spokane-Spokane Valley, WA","49-2096","Electronic Equipment Installers & Repairers, Motor Vehicles",13.4,43278
"53","Washington","49-2097","Electronic Home Entertainment Equip Install/Repair",213.1,49988
"28420","Kennewick-Richland, WA","49-2097","Electronic Home Entertainment Equip Install/Repair",NA,39315
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-2097","Electronic Home Entertainment Equip Install/Repair",NA,49157
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-2097","Electronic Home Entertainment Equip Install/Repair",NA,48366
"53","Washington","17-2072","Electronics Engineers, Except Computer",3564,115198
"14740","Bremerton-Silverdale, WA","17-2072","Electronics Engineers, Except Computer",125.8,98955
"28420","Kennewick-Richland, WA","17-2072","Electronics Engineers, Except Computer",40.3,112778
"36500","Olympia-Tumwater, WA","17-2072","Electronics Engineers, Except Computer",38.5,88565
"38900","Portland-Vancouver-Hillsboro, OR-WA","17-2072","Electronics Engineers, Except Computer",1611.4,97456
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","17-2072","Electronics Engineers, Except Computer",2946.4,118590
"44060","Spokane-Spokane Valley, WA","17-2072","Electronics Engineers, Except Computer",127.4,107005
"45104","Tacoma-Lakewood, WA Metropolitan Division","17-2072","Electronics Engineers, Except Computer",70.8,86489
"530001","Northwestern WA Nonmetropolitan Area (NMA)","17-2072","Electronics Engineers, Except Computer",15.4,80049
"53","Washington","25-2021","Elementary School Teachers, Except Special Education",24321.3,61720
"13380","Bellingham, WA","25-2021","Elementary School Teachers, Except Special Education",572.7,63735
"14740","Bremerton-Silverdale, WA","25-2021","Elementary School Teachers, Except Special Education",925.4,63685
"28420","Kennewick-Richland, WA","25-2021","Elementary School Teachers, Except Special Education",1058.5,54844
"30300","Lewiston, ID-WA","25-2021","Elementary School Teachers, Except Special Education",241,49447
"31020","Longview, WA","25-2021","Elementary School Teachers, Except Special Education",407.7,60323
"34580","Mount Vernon-Anacortes, WA","25-2021","Elementary School Teachers, Except Special Education",237.4,60799
"36500","Olympia-Tumwater, WA","25-2021","Elementary School Teachers, Except Special Education",762.1,61720
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-2021","Elementary School Teachers, Except Special Education",7610.1,66075
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-2021","Elementary School Teachers, Except Special Education",9814.5,63037
"44060","Spokane-Spokane Valley, WA","25-2021","Elementary School Teachers, Except Special Education",1450.5,62196
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-2021","Elementary School Teachers, Except Special Education",2910.5,63097
"47460","Walla Walla, WA","25-2021","Elementary School Teachers, Except Special Education",206.1,59179
"48300","Wenatchee, WA","25-2021","Elementary School Teachers, Except Special Education",276.6,60100
"49420","Yakima, WA","25-2021","Elementary School Teachers, Except Special Education",1251.1,58632
"530001","Northwestern WA Nonmetropolitan Area (NMA)","25-2021","Elementary School Teachers, Except Special Education",468.1,61477
"530002","Southwestern WA Nonmetropolitan Area (NMA)","25-2021","Elementary School Teachers, Except Special Education",717.3,60130
"530003","Central WA Nonmetropolitan Area (NMA)","25-2021","Elementary School Teachers, Except Special Education",422.2,57376
"530004","Eastern WA Nonmetropolitan Area (NMA)","25-2021","Elementary School Teachers, Except Special Education",877.5,56768
"53","Washington","47-4021","Elevator Installers & Repairers",167.7,93596
"38900","Portland-Vancouver-Hillsboro, OR-WA","47-4021","Elevator Installers & Repairers",55,92761
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-4021","Elevator Installers & Repairers",125.7,99242
"53","Washington","43-4061","Eligibility Interviewers, Government Programs",3354.4,47277
"13380","Bellingham, WA","43-4061","Eligibility Interviewers, Government Programs",102.6,40231
"14740","Bremerton-Silverdale, WA","43-4061","Eligibility Interviewers, Government Programs",71.3,45796
"28420","Kennewick-Richland, WA","43-4061","Eligibility Interviewers, Government Programs",103.9,45183
"30300","Lewiston, ID-WA","43-4061","Eligibility Interviewers, Government Programs",25.8,43621
"31020","Longview, WA","43-4061","Eligibility Interviewers, Government Programs",57.1,44040
"34580","Mount Vernon-Anacortes, WA","43-4061","Eligibility Interviewers, Government Programs",63.7,44724
"36500","Olympia-Tumwater, WA","43-4061","Eligibility Interviewers, Government Programs",150,50166
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-4061","Eligibility Interviewers, Government Programs",721.5,42600
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-4061","Eligibility Interviewers, Government Programs",1611.9,48757
"44060","Spokane-Spokane Valley, WA","43-4061","Eligibility Interviewers, Government Programs",254,46266
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-4061","Eligibility Interviewers, Government Programs",322.4,47409
"47460","Walla Walla, WA","43-4061","Eligibility Interviewers, Government Programs",12.9,49360
"48300","Wenatchee, WA","43-4061","Eligibility Interviewers, Government Programs",48.8,40364
"49420","Yakima, WA","43-4061","Eligibility Interviewers, Government Programs",177.4,45939
"530001","Northwestern WA Nonmetropolitan Area (NMA)","43-4061","Eligibility Interviewers, Government Programs",35.7,46746
"530002","Southwestern WA Nonmetropolitan Area (NMA)","43-4061","Eligibility Interviewers, Government Programs",73.2,46919
"530003","Central WA Nonmetropolitan Area (NMA)","43-4061","Eligibility Interviewers, Government Programs",70.4,45643
"530004","Eastern WA Nonmetropolitan Area (NMA)","43-4061","Eligibility Interviewers, Government Programs",45.5,47113
"53","Washington","39-4011","Embalmers",NA,46160
"53","Washington","11-9161","Emergency Management Directors",145.5,92001
"38900","Portland-Vancouver-Hillsboro, OR-WA","11-9161","Emergency Management Directors",38.1,90797
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","11-9161","Emergency Management Directors",63,103920
"45104","Tacoma-Lakewood, WA Metropolitan Division","11-9161","Emergency Management Directors",10.3,104716
"53","Washington","29-2041","Emergency Medical Technicians & Paramedics",3540,66146
"13380","Bellingham, WA","29-2041","Emergency Medical Technicians & Paramedics",115.2,61254
"14740","Bremerton-Silverdale, WA","29-2041","Emergency Medical Technicians & Paramedics",192.5,58713
"28420","Kennewick-Richland, WA","29-2041","Emergency Medical Technicians & Paramedics",51.8,76697
