"MSA.code","MSA.name","SOC.code","SOC.title","EST.employment","ANNUAL.wage"
"13380","Bellingham, WA","51-1011","Production & Operating Worker Supervisors",495.5,65425
"14740","Bremerton-Silverdale, WA","51-1011","Production & Operating Worker Supervisors",427.6,79698
"28420","Kennewick-Richland, WA","51-1011","Production & Operating Worker Supervisors",402.4,72347
"30300","Lewiston, ID-WA","51-1011","Production & Operating Worker Supervisors",196.7,60595
"31020","Longview, WA","51-1011","Production & Operating Worker Supervisors",300.6,76390
"34580","Mount Vernon-Anacortes, WA","51-1011","Production & Operating Worker Supervisors",257.3,89459
"36500","Olympia-Tumwater, WA","51-1011","Production & Operating Worker Supervisors",271.2,66650
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-1011","Production & Operating Worker Supervisors",4230,60708
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-1011","Production & Operating Worker Supervisors",6480.7,79606
"44060","Spokane-Spokane Valley, WA","51-1011","Production & Operating Worker Supervisors",1035.9,60830
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-1011","Production & Operating Worker Supervisors",1000.1,68416
"47460","Walla Walla, WA","51-1011","Production & Operating Worker Supervisors",190.2,65159
"48300","Wenatchee, WA","51-1011","Production & Operating Worker Supervisors",116.4,66303
"49420","Yakima, WA","51-1011","Production & Operating Worker Supervisors",562.9,53724
"530001","Northwestern WA Nonmetropolitan Area (NMA)","51-1011","Production & Operating Worker Supervisors",177.5,68100
"530002","Southwestern WA Nonmetropolitan Area (NMA)","51-1011","Production & Operating Worker Supervisors",375.4,67262
"530003","Central WA Nonmetropolitan Area (NMA)","51-1011","Production & Operating Worker Supervisors",95.5,66721
"530004","Eastern WA Nonmetropolitan Area (NMA)","51-1011","Production & Operating Worker Supervisors",539.8,74593
"53","Washington","51-9198","Production Worker Helpers",6566.2,30956
"13380","Bellingham, WA","51-9198","Production Worker Helpers",157.3,31671
"14740","Bremerton-Silverdale, WA","51-9198","Production Worker Helpers",41.5,39553
"28420","Kennewick-Richland, WA","51-9198","Production Worker Helpers",91.5,34183
"30300","Lewiston, ID-WA","51-9198","Production Worker Helpers",NA,24738
"31020","Longview, WA","51-9198","Production Worker Helpers",120.4,42800
"34580","Mount Vernon-Anacortes, WA","51-9198","Production Worker Helpers",NA,30027
"36500","Olympia-Tumwater, WA","51-9198","Production Worker Helpers",28.3,32672
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-9198","Production Worker Helpers",2821.6,33111
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-9198","Production Worker Helpers",3458,31354
"44060","Spokane-Spokane Valley, WA","51-9198","Production Worker Helpers",308.1,28700
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-9198","Production Worker Helpers",328.6,32335
"48300","Wenatchee, WA","51-9198","Production Worker Helpers",NA,27036
"49420","Yakima, WA","51-9198","Production Worker Helpers",707.2,29170
"530002","Southwestern WA Nonmetropolitan Area (NMA)","51-9198","Production Worker Helpers",NA,31957
"530004","Eastern WA Nonmetropolitan Area (NMA)","51-9198","Production Worker Helpers",120.7,28475
"53","Washington","51-9199","Production Workers, All Other",2361.8,32100
"28420","Kennewick-Richland, WA","51-9199","Production Workers, All Other",81.3,37399
"38900","Portland-Vancouver-Hillsboro, OR-WA","51-9199","Production Workers, All Other",3778,34856
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","51-9199","Production Workers, All Other",1452.2,32620
"44060","Spokane-Spokane Valley, WA","51-9199","Production Workers, All Other",NA,32804
"45104","Tacoma-Lakewood, WA Metropolitan Division","51-9199","Production Workers, All Other",130,35663
"530004","Eastern WA Nonmetropolitan Area (NMA)","51-9199","Production Workers, All Other",92.5,30926
"53","Washington","43-5061","Production, Planning & Expediting Clerks",10800,52209
"13380","Bellingham, WA","43-5061","Production, Planning & Expediting Clerks",330.2,45990
"28420","Kennewick-Richland, WA","43-5061","Production, Planning & Expediting Clerks",226.6,66014
"30300","Lewiston, ID-WA","43-5061","Production, Planning & Expediting Clerks",45.3,41477
"31020","Longview, WA","43-5061","Production, Planning & Expediting Clerks",86,43131
"34580","Mount Vernon-Anacortes, WA","43-5061","Production, Planning & Expediting Clerks",100.9,50912
"36500","Olympia-Tumwater, WA","43-5061","Production, Planning & Expediting Clerks",320.1,42467
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-5061","Production, Planning & Expediting Clerks",2362.8,49176
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-5061","Production, Planning & Expediting Clerks",6860.6,52852
"44060","Spokane-Spokane Valley, WA","43-5061","Production, Planning & Expediting Clerks",577.7,48277
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-5061","Production, Planning & Expediting Clerks",867.2,50891
"47460","Walla Walla, WA","43-5061","Production, Planning & Expediting Clerks",44.9,49176
"48300","Wenatchee, WA","43-5061","Production, Planning & Expediting Clerks",59.3,60684
"49420","Yakima, WA","43-5061","Production, Planning & Expediting Clerks",102.7,48624
"530001","Northwestern WA Nonmetropolitan Area (NMA)","43-5061","Production, Planning & Expediting Clerks",50.5,46480
"530002","Southwestern WA Nonmetropolitan Area (NMA)","43-5061","Production, Planning & Expediting Clerks",98.7,51902
"530003","Central WA Nonmetropolitan Area (NMA)","43-5061","Production, Planning & Expediting Clerks",33.6,45816
"530004","Eastern WA Nonmetropolitan Area (NMA)","43-5061","Production, Planning & Expediting Clerks",119.4,46909
"53","Washington","43-9081","Proofreaders & Copy Markers",476.8,42243
"13380","Bellingham, WA","43-9081","Proofreaders & Copy Markers",16.7,25292
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-9081","Proofreaders & Copy Markers",80.8,NA
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-9081","Proofreaders & Copy Markers",295.4,44530
"44060","Spokane-Spokane Valley, WA","43-9081","Proofreaders & Copy Markers",69.4,36616
"53","Washington","11-9141","Property, Real Estate & Community Association Managers",2457.9,84797
"13380","Bellingham, WA","11-9141","Property, Real Estate & Community Association Managers",37.6,68419
"14740","Bremerton-Silverdale, WA","11-9141","Property, Real Estate & Community Association Managers",26.9,97053
"28420","Kennewick-Richland, WA","11-9141","Property, Real Estate & Community Association Managers",35.3,90369
"30300","Lewiston, ID-WA","11-9141","Property, Real Estate & Community Association Managers",18,36960
"31020","Longview, WA","11-9141","Property, Real Estate & Community Association Managers",NA,87501
"36500","Olympia-Tumwater, WA","11-9141","Property, Real Estate & Community Association Managers",55.2,74848
"38900","Portland-Vancouver-Hillsboro, OR-WA","11-9141","Property, Real Estate & Community Association Managers",1608.3,74940
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","11-9141","Property, Real Estate & Community Association Managers",1497.4,89593
"44060","Spokane-Spokane Valley, WA","11-9141","Property, Real Estate & Community Association Managers",137,65572
"45104","Tacoma-Lakewood, WA Metropolitan Division","11-9141","Property, Real Estate & Community Association Managers",283.4,96542
"48300","Wenatchee, WA","11-9141","Property, Real Estate & Community Association Managers",23.8,66552
"49420","Yakima, WA","11-9141","Property, Real Estate & Community Association Managers",17.8,71971
"530001","Northwestern WA Nonmetropolitan Area (NMA)","11-9141","Property, Real Estate & Community Association Managers",24.5,53062
"530002","Southwestern WA Nonmetropolitan Area (NMA)","11-9141","Property, Real Estate & Community Association Managers",28.1,57674
"530003","Central WA Nonmetropolitan Area (NMA)","11-9141","Property, Real Estate & Community Association Managers",NA,48184
"530004","Eastern WA Nonmetropolitan Area (NMA)","11-9141","Property, Real Estate & Community Association Managers",NA,43235
"53","Washington","33-1099","Protective Service Worker Supervisors, All Other",1462.9,55959
"13380","Bellingham, WA","33-1099","Protective Service Worker Supervisors, All Other",18.5,57901
"14740","Bremerton-Silverdale, WA","33-1099","Protective Service Worker Supervisors, All Other",23.6,51902
"28420","Kennewick-Richland, WA","33-1099","Protective Service Worker Supervisors, All Other",56.8,72651
"34580","Mount Vernon-Anacortes, WA","33-1099","Protective Service Worker Supervisors, All Other",25.1,51039
"36500","Olympia-Tumwater, WA","33-1099","Protective Service Worker Supervisors, All Other",51.5,56524
"38900","Portland-Vancouver-Hillsboro, OR-WA","33-1099","Protective Service Worker Supervisors, All Other",635.9,48081
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","33-1099","Protective Service Worker Supervisors, All Other",826.1,55210
"44060","Spokane-Spokane Valley, WA","33-1099","Protective Service Worker Supervisors, All Other",116.8,48194
"45104","Tacoma-Lakewood, WA Metropolitan Division","33-1099","Protective Service Worker Supervisors, All Other",168.5,62893
"48300","Wenatchee, WA","33-1099","Protective Service Worker Supervisors, All Other",11.7,57161
"49420","Yakima, WA","33-1099","Protective Service Worker Supervisors, All Other",33.5,46695
"530002","Southwestern WA Nonmetropolitan Area (NMA)","33-1099","Protective Service Worker Supervisors, All Other",24.5,47619
"530004","Eastern WA Nonmetropolitan Area (NMA)","33-1099","Protective Service Worker Supervisors, All Other",13.4,60674
"53","Washington","33-9099","Protective Service Workers, All Other",3214.7,42678
"13380","Bellingham, WA","33-9099","Protective Service Workers, All Other",89.3,35170
"14740","Bremerton-Silverdale, WA","33-9099","Protective Service Workers, All Other",116.1,31965
"28420","Kennewick-Richland, WA","33-9099","Protective Service Workers, All Other",129,34790
"30300","Lewiston, ID-WA","33-9099","Protective Service Workers, All Other",15.9,36454
"31020","Longview, WA","33-9099","Protective Service Workers, All Other",NA,35457
"34580","Mount Vernon-Anacortes, WA","33-9099","Protective Service Workers, All Other",65.4,42370
"36500","Olympia-Tumwater, WA","33-9099","Protective Service Workers, All Other",109.3,33968
"38900","Portland-Vancouver-Hillsboro, OR-WA","33-9099","Protective Service Workers, All Other",1185.3,37121
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","33-9099","Protective Service Workers, All Other",1058,55682
"44060","Spokane-Spokane Valley, WA","33-9099","Protective Service Workers, All Other",267.4,30722
"45104","Tacoma-Lakewood, WA Metropolitan Division","33-9099","Protective Service Workers, All Other",506,40799
"47460","Walla Walla, WA","33-9099","Protective Service Workers, All Other",23.4,50618
"48300","Wenatchee, WA","33-9099","Protective Service Workers, All Other",60.3,42370
"49420","Yakima, WA","33-9099","Protective Service Workers, All Other",103.8,31595
"530001","Northwestern WA Nonmetropolitan Area (NMA)","33-9099","Protective Service Workers, All Other",NA,41528
"530002","Southwestern WA Nonmetropolitan Area (NMA)","33-9099","Protective Service Workers, All Other",81.9,33362
"530003","Central WA Nonmetropolitan Area (NMA)","33-9099","Protective Service Workers, All Other",41.7,34276
"530004","Eastern WA Nonmetropolitan Area (NMA)","33-9099","Protective Service Workers, All Other",81.7,35160
"53","Washington","31-1013","Psychiatric Aides",307.2,28401
"38900","Portland-Vancouver-Hillsboro, OR-WA","31-1013","Psychiatric Aides",350.1,40665
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","31-1013","Psychiatric Aides",170.3,28165
"45104","Tacoma-Lakewood, WA Metropolitan Division","31-1013","Psychiatric Aides",43,29531
"53","Washington","29-2053","Psychiatric Technicians",648.2,41204
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-2053","Psychiatric Technicians",NA,30825
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-2053","Psychiatric Technicians",170.9,42531
"53","Washington","29-1066","Psychiatrists",278.4,216107
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1066","Psychiatrists",219.9,195348
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1066","Psychiatrists",124.7,216765
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-1066","Psychiatrists",80.8,226497
"53","Washington","19-3039","Psychologists, All Other",385.8,91259
"38900","Portland-Vancouver-Hillsboro, OR-WA","19-3039","Psychologists, All Other",104.7,88920
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","19-3039","Psychologists, All Other",189.6,89254
"45104","Tacoma-Lakewood, WA Metropolitan Division","19-3039","Psychologists, All Other",126.8,96626
"53","Washington","25-1066","Psychology Teachers, Postsecondary",929.5,65619
"13380","Bellingham, WA","25-1066","Psychology Teachers, Postsecondary",56.9,68738
"14740","Bremerton-Silverdale, WA","25-1066","Psychology Teachers, Postsecondary",19.7,50075
"36500","Olympia-Tumwater, WA","25-1066","Psychology Teachers, Postsecondary",40.5,49680
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-1066","Psychology Teachers, Postsecondary",286.1,95826
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-1066","Psychology Teachers, Postsecondary",398.7,75998
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-1066","Psychology Teachers, Postsecondary",80.4,66318
"47460","Walla Walla, WA","25-1066","Psychology Teachers, Postsecondary",16.7,NA
"530002","Southwestern WA Nonmetropolitan Area (NMA)","25-1066","Psychology Teachers, Postsecondary",NA,59047
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-3012","Public Address System & Other Announcers",NA,28648
"53","Washington","11-2031","Public Relations & Fundraising Managers",2097.7,113512
"13380","Bellingham, WA","11-2031","Public Relations & Fundraising Managers",32.5,96114
"14740","Bremerton-Silverdale, WA","11-2031","Public Relations & Fundraising Managers",17.6,85236
"28420","Kennewick-Richland, WA","11-2031","Public Relations & Fundraising Managers",29.1,114094
"31020","Longview, WA","11-2031","Public Relations & Fundraising Managers",11.5,91573
"36500","Olympia-Tumwater, WA","11-2031","Public Relations & Fundraising Managers",83.1,103940
"38900","Portland-Vancouver-Hillsboro, OR-WA","11-2031","Public Relations & Fundraising Managers",1110.5,97593
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","11-2031","Public Relations & Fundraising Managers",1482.9,119481
"44060","Spokane-Spokane Valley, WA","11-2031","Public Relations & Fundraising Managers",121,97481
"45104","Tacoma-Lakewood, WA Metropolitan Division","11-2031","Public Relations & Fundraising Managers",116.3,100195
"47460","Walla Walla, WA","11-2031","Public Relations & Fundraising Managers",23.1,98716
"49420","Yakima, WA","11-2031","Public Relations & Fundraising Managers",17.9,104859
"530001","Northwestern WA Nonmetropolitan Area (NMA)","11-2031","Public Relations & Fundraising Managers",19.9,107624
"530002","Southwestern WA Nonmetropolitan Area (NMA)","11-2031","Public Relations & Fundraising Managers",14.5,89583
"530004","Eastern WA Nonmetropolitan Area (NMA)","11-2031","Public Relations & Fundraising Managers",NA,101053
"53","Washington","27-3031","Public Relations Specialists",5388.1,72312
"13380","Bellingham, WA","27-3031","Public Relations Specialists",81,49994
"14740","Bremerton-Silverdale, WA","27-3031","Public Relations Specialists",89.9,62429
"28420","Kennewick-Richland, WA","27-3031","Public Relations Specialists",120.1,81771
"31020","Longview, WA","27-3031","Public Relations Specialists",25.7,59938
"34580","Mount Vernon-Anacortes, WA","27-3031","Public Relations Specialists",23.1,51543
"36500","Olympia-Tumwater, WA","27-3031","Public Relations Specialists",505.3,NA
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-3031","Public Relations Specialists",1933.4,63128
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-3031","Public Relations Specialists",3572.9,73862
"44060","Spokane-Spokane Valley, WA","27-3031","Public Relations Specialists",192.8,56728
"45104","Tacoma-Lakewood, WA Metropolitan Division","27-3031","Public Relations Specialists",286.8,64272
"47460","Walla Walla, WA","27-3031","Public Relations Specialists",38.9,60606
"48300","Wenatchee, WA","27-3031","Public Relations Specialists",43.3,48748
"49420","Yakima, WA","27-3031","Public Relations Specialists",83.3,65801
"530001","Northwestern WA Nonmetropolitan Area (NMA)","27-3031","Public Relations Specialists",47.3,67310
"530002","Southwestern WA Nonmetropolitan Area (NMA)","27-3031","Public Relations Specialists",59,NA
"530003","Central WA Nonmetropolitan Area (NMA)","27-3031","Public Relations Specialists",NA,57467
"530004","Eastern WA Nonmetropolitan Area (NMA)","27-3031","Public Relations Specialists",45.1,59098
"53","Washington","53-7072","Pump Operators, Except Wellhead Pumpers",27.6,67551
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-7072","Pump Operators, Except Wellhead Pumpers",NA,51623
"53","Washington","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",11781.6,72573
"13380","Bellingham, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",150.4,56246
"14740","Bremerton-Silverdale, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",252.6,73277
"28420","Kennewick-Richland, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",411.3,78573
"30300","Lewiston, ID-WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",38.9,61185
"31020","Longview, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",76.7,68226
"34580","Mount Vernon-Anacortes, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",95.5,58164
"36500","Olympia-Tumwater, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",239.7,60072
"38900","Portland-Vancouver-Hillsboro, OR-WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",2514.8,64981
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",8135.2,77011
"44060","Spokane-Spokane Valley, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",704.6,56419
"45104","Tacoma-Lakewood, WA Metropolitan Division","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",619.5,60327
"47460","Walla Walla, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",62.9,69011
"48300","Wenatchee, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",97.6,59225
"49420","Yakima, WA","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",135.5,48205
"530001","Northwestern WA Nonmetropolitan Area (NMA)","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",83.5,61756
"530002","Southwestern WA Nonmetropolitan Area (NMA)","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",112,57215
"530003","Central WA Nonmetropolitan Area (NMA)","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",44.3,59481
"530004","Eastern WA Nonmetropolitan Area (NMA)","13-1023","Purchasing Agents, Except Wholesale/Retail/Farm Products",124.3,63970
"53","Washington","11-3061","Purchasing Managers",2014.3,133502
"13380","Bellingham, WA","11-3061","Purchasing Managers",24.2,108951
"14740","Bremerton-Silverdale, WA","11-3061","Purchasing Managers",14.7,92859
"28420","Kennewick-Richland, WA","11-3061","Purchasing Managers",101.9,134869
"31020","Longview, WA","11-3061","Purchasing Managers",12.1,98257
"36500","Olympia-Tumwater, WA","11-3061","Purchasing Managers",15.9,121869
"38900","Portland-Vancouver-Hillsboro, OR-WA","11-3061","Purchasing Managers",NA,107522
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","11-3061","Purchasing Managers",1506.9,139665
"44060","Spokane-Spokane Valley, WA","11-3061","Purchasing Managers",94.1,99991
"45104","Tacoma-Lakewood, WA Metropolitan Division","11-3061","Purchasing Managers",66.6,94920
"49420","Yakima, WA","11-3061","Purchasing Managers",36.4,112869
"530002","Southwestern WA Nonmetropolitan Area (NMA)","11-3061","Purchasing Managers",12.6,121512
"530004","Eastern WA Nonmetropolitan Area (NMA)","11-3061","Purchasing Managers",18.9,117277
"53","Washington","29-1124","Radiation Therapists",473.3,98904
"28420","Kennewick-Richland, WA","29-1124","Radiation Therapists",NA,76940
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-1124","Radiation Therapists",160.8,98904
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-1124","Radiation Therapists",232.9,108717
"49420","Yakima, WA","29-1124","Radiation Therapists",22.3,91056
"53","Washington","27-3011","Radio & Television Announcers",597.5,56080
"38900","Portland-Vancouver-Hillsboro, OR-WA","27-3011","Radio & Television Announcers",117.3,88019
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","27-3011","Radio & Television Announcers",267.3,69599
"44060","Spokane-Spokane Valley, WA","27-3011","Radio & Television Announcers",154,46824
"45104","Tacoma-Lakewood, WA Metropolitan Division","27-3011","Radio & Television Announcers",NA,61518
"48300","Wenatchee, WA","27-3011","Radio & Television Announcers",NA,28779
"53","Washington","49-2021","Radio, Cellular & Tower Equipment Installers/Repairers",692.2,62232
"28420","Kennewick-Richland, WA","49-2021","Radio, Cellular & Tower Equipment Installers/Repairers",NA,55796
"31020","Longview, WA","49-2021","Radio, Cellular & Tower Equipment Installers/Repairers",37.9,60782
"36500","Olympia-Tumwater, WA","49-2021","Radio, Cellular & Tower Equipment Installers/Repairers",31.7,53242
"38900","Portland-Vancouver-Hillsboro, OR-WA","49-2021","Radio, Cellular & Tower Equipment Installers/Repairers",124.8,61167
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-2021","Radio, Cellular & Tower Equipment Installers/Repairers",481.8,62374
"44060","Spokane-Spokane Valley, WA","49-2021","Radio, Cellular & Tower Equipment Installers/Repairers",NA,73056
"530002","Southwestern WA Nonmetropolitan Area (NMA)","49-2021","Radio, Cellular & Tower Equipment Installers/Repairers",NA,71191
"53","Washington","29-2034","Radiologic Technologists & Technicians",4112.7,69700
"14740","Bremerton-Silverdale, WA","29-2034","Radiologic Technologists & Technicians",83.8,64657
"28420","Kennewick-Richland, WA","29-2034","Radiologic Technologists & Technicians",133.1,63229
"30300","Lewiston, ID-WA","29-2034","Radiologic Technologists & Technicians",46.7,63118
"31020","Longview, WA","29-2034","Radiologic Technologists & Technicians",57.8,73274
"34580","Mount Vernon-Anacortes, WA","29-2034","Radiologic Technologists & Technicians",87.3,61862
"36500","Olympia-Tumwater, WA","29-2034","Radiologic Technologists & Technicians",143.2,63118
"38900","Portland-Vancouver-Hillsboro, OR-WA","29-2034","Radiologic Technologists & Technicians",1138.7,72829
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","29-2034","Radiologic Technologists & Technicians",1667.1,72231
"44060","Spokane-Spokane Valley, WA","29-2034","Radiologic Technologists & Technicians",507.3,65811
"45104","Tacoma-Lakewood, WA Metropolitan Division","29-2034","Radiologic Technologists & Technicians",489.7,72495
"47460","Walla Walla, WA","29-2034","Radiologic Technologists & Technicians",56.2,63837
"48300","Wenatchee, WA","29-2034","Radiologic Technologists & Technicians",96.5,65133
"49420","Yakima, WA","29-2034","Radiologic Technologists & Technicians",196.7,66723
"530001","Northwestern WA Nonmetropolitan Area (NMA)","29-2034","Radiologic Technologists & Technicians",63,65670
"530002","Southwestern WA Nonmetropolitan Area (NMA)","29-2034","Radiologic Technologists & Technicians",96.2,71756
"530003","Central WA Nonmetropolitan Area (NMA)","29-2034","Radiologic Technologists & Technicians",46.2,70875
"530004","Eastern WA Nonmetropolitan Area (NMA)","29-2034","Radiologic Technologists & Technicians",81.8,62389
"53","Washington","49-3043","Rail Car Repairers",403.2,50728
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","49-3043","Rail Car Repairers",299,52826
"53","Washington","47-4061","Rail Track Laying & Maintenance Equipment Operators",146.8,50854
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","47-4061","Rail Track Laying & Maintenance Equipment Operators",NA,51140
"38900","Portland-Vancouver-Hillsboro, OR-WA","53-4099","Rail Transportation Workers, All Other",NA,63402
"53","Washington","53-4013","Rail Yard Engineers, Dinkey Operators & Hostlers",18.7,54612
"53","Washington","53-4021","Railroad Brake, Signal & Switch Operators",NA,57035
"53","Washington","53-4031","Railroad Conductors & Yardmasters",NA,59541
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","53-4031","Railroad Conductors & Yardmasters",NA,59181
"53","Washington","41-9021","Real Estate Brokers",582.3,102490
"14740","Bremerton-Silverdale, WA","41-9021","Real Estate Brokers",NA,70250
"38900","Portland-Vancouver-Hillsboro, OR-WA","41-9021","Real Estate Brokers",533.9,84380
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","41-9021","Real Estate Brokers",259.4,89350
"44060","Spokane-Spokane Valley, WA","41-9021","Real Estate Brokers",18.6,NA
"45104","Tacoma-Lakewood, WA Metropolitan Division","41-9021","Real Estate Brokers",68,NA
"53","Washington","41-9022","Real Estate Sales Agents",7418.2,58100
"13380","Bellingham, WA","41-9022","Real Estate Sales Agents",208,70180
"14740","Bremerton-Silverdale, WA","41-9022","Real Estate Sales Agents",172.3,47300
"28420","Kennewick-Richland, WA","41-9022","Real Estate Sales Agents",143.8,44730
"30300","Lewiston, ID-WA","41-9022","Real Estate Sales Agents",11.3,41000
"31020","Longview, WA","41-9022","Real Estate Sales Agents",56,31570
"34580","Mount Vernon-Anacortes, WA","41-9022","Real Estate Sales Agents",51.2,39840
"36500","Olympia-Tumwater, WA","41-9022","Real Estate Sales Agents",328.7,69620
"38900","Portland-Vancouver-Hillsboro, OR-WA","41-9022","Real Estate Sales Agents",746.6,53020
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","41-9022","Real Estate Sales Agents",4459.2,62250
"44060","Spokane-Spokane Valley, WA","41-9022","Real Estate Sales Agents",372.2,50710
"45104","Tacoma-Lakewood, WA Metropolitan Division","41-9022","Real Estate Sales Agents",620.4,43900
"47460","Walla Walla, WA","41-9022","Real Estate Sales Agents",67.3,75640
"48300","Wenatchee, WA","41-9022","Real Estate Sales Agents",93.6,50170
"49420","Yakima, WA","41-9022","Real Estate Sales Agents",112.2,42790
"530001","Northwestern WA Nonmetropolitan Area (NMA)","41-9022","Real Estate Sales Agents",81.1,45370
"530002","Southwestern WA Nonmetropolitan Area (NMA)","41-9022","Real Estate Sales Agents",102.2,37090
"530003","Central WA Nonmetropolitan Area (NMA)","41-9022","Real Estate Sales Agents",NA,103240
"530004","Eastern WA Nonmetropolitan Area (NMA)","41-9022","Real Estate Sales Agents",145.5,44000
"53","Washington","43-4171","Receptionists & Information Clerks",22587.2,32746
"13380","Bellingham, WA","43-4171","Receptionists & Information Clerks",770.8,31205
"14740","Bremerton-Silverdale, WA","43-4171","Receptionists & Information Clerks",751.8,31439
"28420","Kennewick-Richland, WA","43-4171","Receptionists & Information Clerks",681.1,30255
"30300","Lewiston, ID-WA","43-4171","Receptionists & Information Clerks",249.9,29979
"31020","Longview, WA","43-4171","Receptionists & Information Clerks",240.6,32614
"34580","Mount Vernon-Anacortes, WA","43-4171","Receptionists & Information Clerks",485.1,33553
"36500","Olympia-Tumwater, WA","43-4171","Receptionists & Information Clerks",770.1,29949
"38900","Portland-Vancouver-Hillsboro, OR-WA","43-4171","Receptionists & Information Clerks",7544.8,31838
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","43-4171","Receptionists & Information Clerks",10501.6,34840
"44060","Spokane-Spokane Valley, WA","43-4171","Receptionists & Information Clerks",2050.9,29775
"45104","Tacoma-Lakewood, WA Metropolitan Division","43-4171","Receptionists & Information Clerks",2236,30960
"47460","Walla Walla, WA","43-4171","Receptionists & Information Clerks",186.1,29479
"48300","Wenatchee, WA","43-4171","Receptionists & Information Clerks",552.8,31409
"49420","Yakima, WA","43-4171","Receptionists & Information Clerks",777.7,30949
"530001","Northwestern WA Nonmetropolitan Area (NMA)","43-4171","Receptionists & Information Clerks",348,28815
"530002","Southwestern WA Nonmetropolitan Area (NMA)","43-4171","Receptionists & Information Clerks",427.7,31756
"530003","Central WA Nonmetropolitan Area (NMA)","43-4171","Receptionists & Information Clerks",236.1,32226
"530004","Eastern WA Nonmetropolitan Area (NMA)","43-4171","Receptionists & Information Clerks",198.3,31439
"53","Washington","25-1193","Recreation & Fitness Studies Teachers, Postsecondary",654,51229
"38900","Portland-Vancouver-Hillsboro, OR-WA","25-1193","Recreation & Fitness Studies Teachers, Postsecondary",101.5,57265
"42644","Seattle-Bellevue-Everett, WA Metropolitan Division","25-1193","Recreation & Fitness Studies Teachers, Postsecondary",137.3,54085
"45104","Tacoma-Lakewood, WA Metropolitan Division","25-1193","Recreation & Fitness Studies Teachers, Postsecondary",49,53346
